Date,SP500,NASDAQ,DowJones,Russell
2020-06-19,3097.739990234375,118.83000183105467,25871.4609375,1418.6300048828125
2020-06-22,3117.860107421875,119.70999908447266,26024.9609375,1433.530029296875
2020-06-23,3131.2900390625,118.5999984741211,26156.099609375,1439.3399658203125
2020-06-24,3050.330078125,115.27999877929688,25445.939453125,1389.739990234375
2020-06-25,3083.760009765625,118.69000244140624,25745.599609375,1413.31005859375
2020-06-26,3009.050048828125,115.81999969482422,25015.55078125,1378.780029296875
2020-06-29,3053.239990234375,117.5500030517578,25595.80078125,1421.2099609375
2020-06-30,3100.2900390625,119.47000122070312,25812.880859375,1441.3699951171875
2020-07-01,3115.860107421875,120.76000213623048,25734.970703125,1427.31005859375
2020-07-02,3130.010009765625,120.05999755859376,25827.359375,1431.8599853515625
2020-07-06,3179.719970703125,121.08000183105467,26287.029296875,1442.8800048828125
2020-07-07,3145.320068359375,120.47000122070312,25890.1796875,1416.0
2020-07-08,3169.93994140625,121.6999969482422,26067.279296875,1427.4000244140625
2020-07-09,3152.050048828125,120.8000030517578,25706.08984375,1398.9200439453125
2020-07-10,3185.0400390625,122.87999725341795,26075.30078125,1422.6800537109375
2020-07-13,3155.219970703125,123.0,26085.80078125,1403.5699462890625
2020-07-14,3197.52001953125,124.8000030517578,26642.58984375,1428.260009765625
2020-07-15,3226.56005859375,126.83999633789062,26870.099609375,1478.27001953125
2020-07-16,3215.570068359375,127.02999877929688,26734.7109375,1467.56005859375
2020-07-17,3224.72998046875,128.44000244140625,26671.94921875,1473.3199462890625
2020-07-20,3251.840087890625,131.3000030517578,26680.869140625,1467.949951171875
2020-07-21,3257.300048828125,131.00999450683594,26840.400390625,1487.510009765625
2020-07-22,3276.02001953125,134.10000610351562,27005.83984375,1490.1400146484375
2020-07-23,3235.659912109375,131.41000366210938,26652.330078125,1490.199951171875
2020-07-24,3215.6298828125,130.55999755859375,26469.890625,1467.550048828125
2020-07-27,3239.409912109375,130.52999877929688,26584.76953125,1484.6500244140625
2020-07-28,3218.43994140625,128.14999389648438,26379.279296875,1469.760009765625
2020-07-29,3258.43994140625,131.00999450683594,26539.5703125,1500.6300048828125
2020-07-30,3246.219970703125,129.89999389648438,26313.650390625,1495.0999755859375
2020-07-31,3271.1201171875,131.30999755859375,26428.3203125,1480.4300537109375
2020-08-03,3294.610107421875,130.35000610351562,26664.400390625,1506.800048828125
2020-08-04,3306.510009765625,129.6999969482422,26828.470703125,1517.2099609375
2020-08-05,3327.77001953125,130.36000061035156,27201.51953125,1546.239990234375
2020-08-06,3349.159912109375,130.6999969482422,27386.98046875,1544.6199951171875
2020-08-07,3351.280029296875,132.8699951171875,27433.48046875,1569.1800537109375
2020-08-10,3360.469970703125,131.52999877929688,27791.439453125,1584.6700439453125
2020-08-11,3333.68994140625,130.47000122070312,27686.91015625,1575.0999755859375
2020-08-12,3380.35009765625,130.4199981689453,27976.83984375,1583.25
